cve_ent,municipalitie,population,total_cases,cases_rate,cases_rate_last_60_days,total_deaths,deaths_rate,deaths_rate_last_60_days,pct_obesity_up20years,pct_hypertension_up20years,pct_diabetes_up20years
13033,Juarez Hidalgo,3412,8,234.46658851113716,0.0,2,58.61664712778428,0.0,23.33969397357622,21.138031757975902,13.269480915013245
13034,Lolotla,10256,31,302.2620904836194,9.750390015600624,11,107.25429017160688,0.0,27.311519642008502,19.69279037592773,11.871663628576618
13035,Metepec,12508,70,559.6418292292933,0.0,15,119.92324912056284,0.0,28.294465092554027,16.901249412798244,12.771959437936744
13036,San Agustin Metzquititlan,10333,35,338.72060389044805,9.677731539727088,8,77.4218523178167,0.0,26.92786663066186,20.806442035862553,13.837632436941377
13037,Metztitlan,22194,71,319.9062809768406,0.0,23,103.63161214742723,4.505722267279444,25.3539742231349,20.80361798732523,14.707921854362965
13038,Mineral del Chico,9665,64,662.1831350232799,10.346611484738748,10,103.46611484738747,0.0,29.73483562095467,18.415084375347465,11.67287187668516
13039,Mineral del Monte,15737,250,1588.612823282709,31.772256465654188,38,241.46914913897183,0.0,28.78894592597937,18.086048195565038,11.989981420103922
13040,La Mision,10915,16,146.58726523133302,0.0,5,45.80852038479157,0.0,25.93680758070435,19.4922118344481,13.385124785243589
13041,Mixquiahuala de Juarez,49931,515,1031.4233642426548,38.05251246720474,104,208.2874366625944,8.01105525625363,48.076471895897114,17.813231386440936,17.311318542654284
13042,Molango de Escamilla,12518,138,1102.4125259626137,15.976993129892954,11,87.87346221441125,0.0,30.02520282199924,20.33283786786401,11.983856603859865
13043,Nicolas Flores,7394,18,243.4406275358399,0.0,0,0.0,0.0,13.800762926604179,20.815661939879504,12.708729696026397
13044,Nopala de Villagran,18122,123,678.7330316742082,16.554464187175807,11,60.69970201964463,0.0,31.213436021955122,21.429137664974995,12.935399715664898
13045,Omitlan de Juarez,10555,60,568.4509711037423,18.94836570345808,10,94.7418285172904,0.0,27.513739753195903,16.72687038157001,10.340294308053943
13046,San Felipe Orizatlan,41749,75,179.64502143763923,0.0,23,55.0911399075427,0.0,29.32419400927737,18.782827189531506,12.801636657134095
13047,Pacula,5354,24,448.2629809488233,18.67762420620097,2,37.35524841240194,0.0,14.618248237735617,20.259715414177652,13.648916702616045
13048,Pachuca de Soto,280312,8894,3172.89306201661,100.60218613544907,1199,427.7376637461115,7.491652159022802,32.3628595994365,18.82208734539553,14.868882143180814
13049,Pisaflores,18829,19,100.90817356205852,0.0,5,26.55478251633119,0.0,27.893680232697665,18.16744731175858,10.874942243595875
13050,Progreso de Obregon,25375,293,1154.679802955665,35.4679802955665,68,267.9802955665025,3.940886699507389,28.977717367612772,20.21424213718927,14.505730742853522
13051,Mineral de la Reforma,185907,4103,2207.0174872382427,68.31372675585104,433,232.91215500223228,3.2274201616937503,32.44471846933927,18.77062783371061,11.0977318716959
13052,San Agustin Tlaxiaca,39180,349,890.7605921388463,35.73251659009699,87,222.052067381317,2.5523226135783563,33.785846661670945,17.348032388347512,12.050230219246474
13053,San Bartolo Tutotepec,20082,102,507.9175380938153,0.0,6,29.877502240812667,0.0,24.282873460296862,14.652979706991756,13.537017865179735
13054,San Salvador,37993,289,760.6664385544706,10.528255204906166,73,192.14065748953757,2.6320638012265416,27.814872513578955,19.701962636618163,11.423824348547111
13055,Santiago de Anaya,18386,114,620.036984662243,16.31676275426955,25,135.97302295224628,5.438920918089851,28.61775047725304,20.022374945505472,11.929855565298698
13056,Santiago Tulantepec de Lugo Guerrero,40098,438,1092.3238066736494,44.89001945234176,61,152.1272881440471,0.0,32.64791556048158,18.088479348279733,15.897266900077152
13057,Singuilucan,17377,119,684.8132589054497,0.0,28,161.13253150716463,0.0,31.13011276620284,17.44664824854359,12.964578102590057
13058,Tasquillo,17607,68,386.2100301016641,11.359118532401885,21,119.2707445902198,5.679559266200942,21.258406558266568,20.469365399799965,14.53859522290007
13059,Tecozautla,40515,186,459.0892262125138,17.277551524126867,38,93.79242255954584,9.872886585215351,28.432495196862924,16.07271940117359,12.933404946896308
13060,Tenango de Doria,19646,110,559.9104143337066,5.0900946757609695,7,35.63066273032678,0.0,25.407687534900088,17.742135555261054,12.56068908019614
13061,Tepeapulco,58776,1486,2528.242820198721,57.84674016605417,182,309.6501973594664,17.01374710766299,33.718767942553306,20.148961936995278,14.313009523900522
13062,Tepehuacan de Guerrero,32819,44,134.06867972820623,0.0,7,21.329108138578263,0.0,31.17576506927068,16.491548156686438,11.181919872720746
13063,Tepeji del Rio de Ocampo,93651,1568,1674.3013956070945,57.66088989973412,239,255.2028275191936,10.677942574024836,35.544599557727786,16.008785126178193,11.237044205801826
13064,Tepetitlan,11792,78,661.4654002713704,16.960651289009498,19,161.12618724559024,0.0,29.651703054870502,21.27669312476009,13.600479618607787
13065,Tetepango,12533,84,670.2305912391287,15.957871219979255,16,127.66296975983404,0.0,35.76316901616099,19.393345820569813,15.519548782946337
13066,Villa de Tezontepec,13444,85,632.2523058613508,7.438262421898244,22,163.64177328176137,14.876524843796489,34.71875374034586,16.74196671505825,13.207794694368967
